"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
4.492807981E0	-1.190541029E0	-4.196330011E-1	6.206340194E-1	1.406650768E0
4.497653598E0	-1.068827033E0	-4.016610086E-1	6.729819775E-1	1.325378261E0
4.502499366E0	-9.012230039E-1	-3.893899918E-1	7.469120026E-1	1.233574079E0
4.507344916E0	-7.171480060E-1	-3.921520114E-1	7.813469768E-1	1.130746462E0
4.512190760E0	-5.368779898E-1	-4.207299948E-1	7.725009918E-1	1.030538445E0
4.517036378E0	-3.744019866E-1	-4.764739871E-1	7.593600154E-1	9.715101342E-1
4.521881916E0	-2.384189963E-1	-5.423939824E-1	7.614250183E-1	9.647812749E-1
4.526727683E0	-1.178210005E-1	-5.987070203E-1	7.185109854E-1	9.426504763E-1
4.531573301E0	9.389999905E-4	-6.349449754E-1	6.078180075E-1	8.789759574E-1
4.536419063E0	1.269139946E-1	-6.523799896E-1	4.880410135E-1	8.245549367E-1
4.541264680E0	2.390590012E-1	-6.554080248E-1	3.594669998E-1	7.848091545E-1
4.546110219E0	3.149200082E-1	-6.368910074E-1	2.636939883E-1	7.578517575E-1
4.550955966E0	3.563910127E-1	-5.899599791E-1	2.193190008E-1	7.233036395E-1
4.555801584E0	3.824160099E-1	-5.188320279E-1	2.325350046E-1	6.852015807E-1
4.560647351E0	3.897649944E-1	-4.423280060E-1	2.831409872E-1	6.540180688E-1
4.565492954E0	3.748300076E-1	-3.735269904E-1	3.761070073E-1	6.492121595E-1
4.570338721E0	3.519630134E-1	-3.242340088E-1	5.231389999E-1	7.089993431E-1
4.575184262E0	3.481000066E-1	-3.035700023E-1	7.047410011E-1	8.426079988E-1
4.580029880E0	3.503719866E-1	-2.970620096E-1	8.760709763E-1	9.891949868E-1
4.584875650E0	4.286159873E-1	-2.885369956E-1	9.644839764E-1	1.094163883E0
4.589721267E0	6.330800056E-1	-2.550910115E-1	8.920670152E-1	1.123229842E0
4.594567038E0	7.042639852E-1	-2.341459990E-1	7.646039724E-1	1.065566208E0
4.599412656E0	7.473559976E-1	-2.164299935E-1	6.315400004E-1	1.002110623E0
4.604258423E0	7.477350235E-1	-2.053229958E-1	4.269550145E-1	8.851868630E-1
4.609103959E0	7.337369919E-1	-1.985449940E-1	1.912019998E-1	7.838037335E-1
4.613949573E0	7.946860194E-1	-1.894190013E-1	1.200160012E-1	8.257174263E-1
4.618795342E0	8.807319999E-1	-1.814170033E-1	1.986159980E-1	9.208959221E-1
4.623640968E0	9.458019733E-1	-1.799300015E-1	3.579699993E-1	1.027160503E0
4.628486736E0	9.780650139E-1	-1.895309985E-1	5.377439857E-1	1.132122681E0
4.633332353E0	9.830610156E-1	-2.069170028E-1	6.782429814E-1	1.212120930E0
4.638178130E0	9.587100148E-1	-2.247820050E-1	7.676569819E-1	1.248578826E0
4.643023671E0	9.097949862E-1	-2.370329946E-1	8.123090267E-1	1.242480387E0
4.647869284E0	8.332489729E-1	-2.407049984E-1	8.299610019E-1	1.200449088E0
4.652715053E0	7.427690029E-1	-2.310000062E-1	8.449130058E-1	1.148453213E0
4.657560671E0	6.563389897E-1	-2.017190009E-1	8.522139788E-1	1.094413126E0
4.662406438E0	5.884720087E-1	-1.594599932E-1	8.447740078E-1	1.041810884E0
4.667251973E0	5.427330136E-1	-1.259710044E-1	8.189020157E-1	9.904687422E-1
4.672097587E0	5.040360093E-1	-1.210800037E-1	8.088030219E-1	9.606638300E-1
4.676943433E0	4.636920094E-1	-1.349180043E-1	8.430539966E-1	9.715725339E-1
4.681788987E0	4.293740094E-1	-1.422190070E-1	9.135529995E-1	1.019395590E0
4.686634755E0	4.093270004E-1	-1.324830055E-1	1.014070034E0	1.101561789E0
4.691480372E0	4.028649926E-1	-1.126269996E-1	1.104572058E0	1.181128475E0
4.696325926E0	3.902899921E-1	-9.195200354E-2	1.184252977E0	1.250294591E0
4.701171770E0	3.674600124E-1	-7.368899882E-2	1.252977014E0	1.307825801E0
4.706017539E0	3.369370103E-1	-5.748200044E-2	1.302400947E0	1.346506203E0
4.710863088E0	2.981530130E-1	-4.707200080E-2	1.307654977E0	1.342040436E0
4.715708704E0	2.377559990E-1	-3.925200179E-2	1.244498968E0	1.267614419E0
4.720554471E0	1.527899951E-1	-2.610200085E-2	1.113077998E0	1.123818814E0
4.725400079E0	5.749100074E-2	-1.449699979E-2	9.709740281E-1	9.727825767E-1
4.730245847E0	-3.311400115E-2	-1.958000008E-3	8.635489941E-1	8.641858805E-1
4.735091387E0	-1.144089997E-1	2.129100077E-2	7.838010192E-1	7.923930613E-1
4.739937001E0	-1.809780002E-1	6.223699823E-2	7.354540229E-1	7.599467746E-1
4.744782770E0	-2.301460057E-1	1.140199974E-1	7.124829888E-1	7.573636862E-1
4.749628387E0	-2.572219968E-1	1.790069938E-1	6.935960054E-1	7.611058259E-1
4.754474134E0	-2.921000123E-1	2.530879974E-1	6.782929897E-1	7.806774824E-1
4.759319752E0	-3.152770102E-1	3.336119950E-1	6.423010230E-1	7.894600436E-1
4.764165519E0	-3.303070068E-1	4.207000136E-1	5.963320136E-1	8.010637245E-1
4.769011065E0	-3.428420126E-1	5.150769949E-1	5.448070168E-1	8.244147269E-1
4.773856909E0	-3.524230123E-1	6.125429869E-1	4.855830073E-1	8.574390633E-1
4.778702449E0	-3.586190045E-1	7.029010057E-1	4.122819901E-1	8.903110993E-1
4.783548094E0	-3.754520118E-1	7.829149961E-1	3.505760133E-1	9.363886188E-1
4.788393861E0	-3.986870050E-1	8.519679904E-1	3.242610097E-1	9.949602942E-1
4.793239478E0	-4.375779927E-1	9.038929939E-1	3.689070046E-1	1.069854860E0
4.798085251E0	-5.024030209E-1	9.347699881E-1	4.915840030E-1	1.169554855E0
4.802930868E0	-5.548369884E-1	9.454879761E-1	5.968779922E-1	1.248220707E0
4.807776406E0	-5.698410273E-1	9.405909777E-1	6.145830154E-1	1.259818426E0
4.812622169E0	-5.470470190E-1	9.296510220E-1	5.654100180E-1	1.217866968E0
4.817467786E0	-4.920360148E-1	9.228770137E-1	4.822730124E-1	1.151689490E0
4.822313553E0	-3.927350044E-1	9.177139997E-1	3.664079905E-1	1.063341236E0
4.827159161E0	-2.922880054E-1	9.084749818E-1	2.541159987E-1	9.875900017E-1
4.832004699E0	-2.105260044E-1	8.974450231E-1	1.628769934E-1	9.360863651E-1
4.836850543E0	-1.370079964E-1	8.861950040E-1	9.971900284E-2	9.022508829E-1
4.841696084E0	-6.255000085E-2	8.714479804E-1	7.894500345E-2	8.772493367E-1
4.846541851E0	1.495600026E-2	8.537129760E-1	9.712199867E-2	8.593498763E-1
4.851387468E0	1.064589992E-1	8.342260122E-1	1.430130005E-1	8.530646378E-1
4.856233251E0	2.141389996E-1	8.151230216E-1	2.119060010E-1	8.690139267E-1
4.861078791E0	3.482330143E-1	8.016290069E-1	2.957519889E-1	9.226833345E-1
4.865924635E0	4.967539907E-1	8.030930161E-1	3.837060034E-1	1.019290546E0
4.870770257E0	6.461529732E-1	8.250150084E-1	4.610930085E-1	1.144888724E0
4.875615795E0	7.748669982E-1	8.648989797E-1	5.520529747E-1	1.285780540E0
4.880461562E0	8.772640228E-1	9.138529897E-1	6.314619780E-1	1.415437629E0
4.885307180E0	9.580950141E-1	9.549959898E-1	6.919879913E-1	1.519477139E0
4.890152947E0	1.003860950E0	9.840800166E-1	7.432810068E-1	1.590162552E0
4.894998564E0	9.933549762E-1	9.978979826E-1	7.980430126E-1	1.618464440E0
4.899844352E0	9.536650181E-1	9.922239780E-1	8.288919926E-1	1.606563825E0
4.904689892E0	8.740270138E-1	9.645079970E-1	8.488460183E-1	1.553942875E0
4.909535506E0	7.676020265E-1	9.100919962E-1	8.600850105E-1	1.468749992E0
4.914381275E0	6.421110034E-1	8.267819881E-1	8.569449782E-1	1.352859820E0
4.919226892E0	5.030260086E-1	7.243790030E-1	8.420469761E-1	1.219345404E0
4.924072639E0	3.587490022E-1	6.190249920E-1	8.368960023E-1	1.101039375E0
4.928918257E0	2.350910008E-1	5.183330178E-1	8.347539902E-1	1.010322285E0
4.933763795E0	1.336749941E-1	4.235410094E-1	8.168240190E-1	9.297620495E-1
4.938609553E0	7.195100188E-2	3.470689952E-1	7.478250265E-1	8.275724164E-1
4.943455170E0	6.171099842E-2	2.977029979E-1	6.116679907E-1	6.830615295E-1
4.948300937E0	5.466800183E-2	2.767899930E-1	4.992960095E-1	5.734961167E-1
4.953146550E0	2.196200006E-2	2.844499946E-1	4.758619964E-1	5.548321985E-1
4.957992317E0	-3.555100039E-2	3.126049936E-1	5.177069902E-1	6.058104352E-1
4.962837934E0	-1.190399975E-1	3.525590003E-1	5.861719847E-1	6.943097041E-1
4.967683450E0	-2.365269959E-1	3.957599998E-1	6.691640019E-1	8.126201195E-1
4.972529217E0	-3.424560130E-1	4.416849911E-1	7.345370054E-1	9.229877380E-1
4.977374834E0	-4.286679924E-1	4.793829918E-1	7.827469707E-1	1.013043494E0
4.982220639E0	-5.059369802E-1	5.030300021E-1	8.117380142E-1	1.080708108E0
4.987066256E0	-5.723500252E-1	5.181800127E-1	7.950270176E-1	1.108225174E0
4.991912023E0	-6.406120062E-1	5.224459767E-1	7.237489820E-1	1.098702021E0
4.996757646E0	-7.245270014E-1	5.208150148E-1	6.132839918E-1	1.082730303E0
5.001603184E0	-8.276060224E-1	5.212349892E-1	4.772830009E-1	1.088309104E0
5.006448951E0	-9.579550028E-1	5.333179832E-1	3.302370012E-1	1.145059970E0
5.011294569E0	-1.119632959E0	6.149410009E-1	1.661839932E-1	1.288156636E0
5.016140336E0	-1.289901972E0	7.694990039E-1	3.008800000E-2	1.502291950E0
5.020985953E0	-1.377848029E0	8.840780258E-1	-2.288289964E-1	1.653003889E0
5.025831726E0	-1.348538041E0	1.027969003E0	-6.052880287E-1	1.800457919E0
5.030677266E0	-1.478708982E0	1.083639979E0	-7.481769919E-1	1.980056734E0
5.035523110E0	-1.706773043E0	1.017336965E0	-9.129279852E-1	2.186660976E0
5.040368665E0	-1.915019035E0	9.694020152E-1	-1.109980941E0	2.416422120E0
5.045214280E0	-2.072293997E0	9.776639938E-1	-1.251660943E0	2.610916393E0
5.050060047E0	-2.199007988E0	9.768660069E-1	-1.371070981E0	2.769429357E0
5.054905670E0	-2.309572935E0	9.531790018E-1	-1.468896031E0	2.898332780E0
5.059751437E0	-2.393810987E0	9.415079951E-1	-1.535727978E0	2.995868617E0
5.064597054E0	-2.416380882E0	9.609029889E-1	-1.575850964E0	3.040647527E0
5.069442827E0	-2.395232916E0	1.008151054E0	-1.590517044E0	3.046843241E0
5.074288367E0	-2.341922998E0	1.071297050E0	-1.575945020E0	3.019252127E0
5.079133980E0	-2.247622013E0	1.138924956E0	-1.540408969E0	2.953271840E0
5.083979707E0	-2.104501963E0	1.195580959E0	-1.494995952E0	2.844882289E0
5.088825324E0	-1.917284966E0	1.227306962E0	-1.436254978E0	2.691670927E0
5.093671091E0	-1.705705047E0	1.222615004E0	-1.371129990E0	2.506833581E0
5.098516694E0	-1.492387056E0	1.186617970E0	-1.292533040E0	2.303458919E0
5.103362232E0	-1.293638945E0	1.128898025E0	-1.204754949E0	2.097462027E0
5.108207999E0	-1.124937057E0	1.062481999E0	-1.080965042E0	1.887547828E0
5.113053842E0	-9.700530171E-1	1.011329055E0	-1.084918022E0	1.772240511E0
5.117899382E0	-8.557879925E-1	9.603180289E-1	-1.053028941E0	1.662363906E0
5.122744998E0	-7.742720246E-1	9.125499725E-1	-1.005298018E0	1.562967922E0
5.127590527E0	-7.088689804E-1	8.785489798E-1	-9.473209977E-1	1.473689456E0
5.132436294E0	-6.515650153E-1	8.620110154E-1	-8.807640076E-1	1.394039166E0
5.137282140E0	-5.842700005E-1	8.554220200E-1	-8.061919808E-1	1.312655239E0
5.142127681E0	-5.013179779E-1	8.510429859E-1	-7.418109775E-1	1.235264103E0
5.146973296E0	-4.071210027E-1	8.439019918E-1	-6.893479824E-1	1.163236315E0
5.151819064E0	-3.203969896E-1	8.284829855E-1	-6.494839787E-1	1.100394351E0
5.156664613E0	-2.235630006E-1	7.478309870E-1	-5.954380035E-1	9.817219649E-1
5.161510457E0	-1.188339964E-1	5.919439793E-1	-5.750589967E-1	8.337937652E-1
5.166356075E0	-7.367800176E-2	4.557409883E-1	-4.583230019E-1	6.505292233E-1
5.171201603E0	-1.296219975E-1	2.645440102E-1	-2.252999991E-1	3.708712514E-1
5.176047370E0	-1.852600090E-2	1.504040062E-1	-1.922429949E-1	2.447895972E-1
5.180892988E0	1.922360063E-1	1.574199945E-1	-8.796700090E-2	2.635790773E-1
5.185738769E0	3.917500079E-1	1.421529949E-1	7.296299934E-2	4.230829019E-1
5.190584386E0	5.587019920E-1	7.720100135E-2	1.815959960E-1	5.925242748E-1
5.195430154E0	7.094399929E-1	3.136900067E-2	2.648000121E-1	7.578971989E-1
5.200275713E0	8.470770121E-1	2.452100068E-2	3.334690034E-1	9.106823376E-1
5.205121326E0	9.670190215E-1	2.287299931E-2	3.834249973E-1	1.040511264E0
5.209967096E0	1.032325029E0	2.655999968E-3	4.223040044E-1	1.115366618E0
5.214812684E0	1.058712959E0	-3.950300068E-2	4.432559907E-1	1.148437848E0
5.219658451E0	1.052750945E0	-9.193799645E-2	4.274550080E-1	1.139936372E0
5.224504055E0	1.006417036E0	-1.428250074E-1	3.726109862E-1	1.082641760E0
5.229349593E0	9.135469794E-1	-1.904940009E-1	2.943210006E-1	9.785095295E-1
5.234195437E0	7.735509872E-1	-2.293950021E-1	2.114499956E-1	8.340948972E-1
5.239040978E0	6.066460013E-1	-2.520889938E-1	1.340440065E-1	6.704744793E-1
5.243886745E0	4.395380020E-1	-2.595170140E-1	4.728199914E-2	5.126190820E-1
5.248732362E0	2.778219879E-1	-2.480289936E-1	-3.808800131E-2	3.743716528E-1
5.253578134E0	1.297429949E-1	-2.176409960E-1	-1.549099982E-1	2.969814058E-1
5.258423751E0	3.425000003E-3	-1.695789993E-1	-1.648540050E-1	2.365282448E-1
5.263269518E0	-8.249499649E-2	-1.108900011E-1	-2.159069926E-1	2.563549224E-1
5.268115108E0	-1.351439953E-1	-5.761900172E-2	-2.658790052E-1	3.037688171E-1
5.272960646E0	-1.660249978E-1	-2.534399927E-2	-3.179880083E-1	3.596150603E-1
5.277806413E0	-1.872169971E-1	-2.289300039E-2	-3.629949987E-1	4.090717083E-1
5.282652035E0	-1.991290003E-1	-3.408500180E-2	-3.850820065E-1	4.348589401E-1
5.287497802E0	-2.082729936E-1	-3.218400106E-2	-3.729349971E-1	4.283619519E-1
5.292343419E0	-2.189099938E-1	-6.209999789E-3	-3.211410046E-1	3.887051508E-1
5.297188944E0	-2.474679947E-1	3.557400033E-2	-2.313739955E-1	3.406462149E-1
5.302034711E0	-4.393180013E-1	1.241040006E-1	-1.772460043E-1	4.897124210E-1
5.306880557E0	-6.810359955E-1	2.619029880E-1	-1.574389935E-1	7.464517660E-1
5.311726141E0	-8.293979764E-1	3.774420023E-1	-1.989289969E-1	9.327037119E-1
5.316571756E0	-8.431220055E-1	4.345009923E-1	-2.771970034E-1	9.881720534E-1
5.321417523E0	-7.559030056E-1	4.032759964E-1	-3.397479951E-1	9.216558921E-1
5.326263155E0	-6.400939822E-1	3.382000029E-1	-3.710179925E-1	8.134825744E-1
5.331108922E0	-5.473830104E-1	2.830100060E-1	-3.619390130E-1	7.146486358E-1
5.335954539E0	-4.746190012E-1	2.352190018E-1	-2.694390118E-1	5.942966903E-1
5.340800298E0	-4.124490023E-1	2.026049942E-1	-8.919700235E-2	4.681015577E-1
5.345645838E0	-3.698000014E-1	1.929859966E-1	1.409990042E-1	4.403139279E-1
5.350491452E0	-3.407250047E-1	2.177249938E-1	3.761709929E-1	5.522701491E-1
5.355337201E0	-2.641519904E-1	2.666949928E-1	5.549870133E-1	6.700097598E-1
5.360182818E0	-1.172740012E-1	3.135330081E-1	6.447899938E-1	7.265055228E-1
5.365028585E0	6.235099956E-2	3.451290131E-1	6.695770025E-1	7.558670816E-1
5.369874122E0	2.319100052E-1	3.621059954E-1	6.613140106E-1	7.888214139E-1
5.374719735E0	3.754110038E-1	3.826470077E-1	6.443600059E-1	8.381837337E-1
5.379565505E0	4.861890078E-1	4.156799912E-1	6.219859719E-1	8.922085830E-1
5.384411351E0	5.337579846E-1	4.451709986E-1	6.206870079E-1	9.318407406E-1
5.389256891E0	5.172230005E-1	4.485880136E-1	6.579560041E-1	9.495561814E-1
5.394102507E0	4.639630020E-1	4.158869982E-1	7.053300142E-1	9.411238449E-1
5.398948273E0	3.901329935E-1	3.314329982E-1	7.832610011E-1	9.357079570E-1
5.403793813E0	2.751379907E-1	1.883369982E-1	9.243310094E-1	9.826288993E-1
5.408639427E0	1.354490072E-1	1.965500042E-2	1.102820992E0	1.111281645E0
5.413485269E0	-1.584999962E-3	-1.452990025E-1	1.274855971E0	1.283110307E0
5.418330809E0	-1.220680028E-1	-2.874149978E-1	1.432786942E0	1.466419585E0
5.423176577E0	-2.153249979E-1	-3.925519884E-1	1.558750033E0	1.621777909E0
5.428022117E0	-2.935700119E-1	-4.629339874E-1	1.634490967E0	1.723964022E0
5.432867961E0	-3.653610051E-1	-5.240929723E-1	1.665586948E0	1.783911991E0
5.437713502E0	-4.397130013E-1	-5.948550105E-1	1.636320949E0	1.795757849E0
5.442559360E0	-4.940870106E-1	-6.832600236E-1	1.535204053E0	1.751518689E0
5.447404900E0	-3.925870061E-1	-8.382009864E-1	1.427304029E0	1.701147331E0
5.452250516E0	-2.525840104E-1	-1.064563990E0	1.327257037E0	1.720089071E0
5.457096288E0	-2.192430049E-1	-1.267810941E0	1.277099967E0	1.812842079E0
5.461941905E0	-3.198809922E-1	-1.394397020E0	1.254531026E0	1.902765092E0
5.466787673E0	-4.964829981E-1	-1.411067963E0	1.184697986E0	1.908171240E0
5.471633280E0	-6.612600088E-1	-1.381116986E0	1.040081978E0	1.851086019E0
5.476478819E0	-7.615410089E-1	-1.352110982E0	8.430479765E-1	1.766034741E0
5.481324586E0	-8.125240207E-1	-1.329736948E0	5.866479874E-1	1.665098044E0
5.486170194E0	-8.321130276E-1	-1.317584038E0	2.846690118E-1	1.584132644E0
5.491015961E0	-8.136879802E-1	-1.318971038E0	-3.263400123E-2	1.550108934E0
5.495861579E0	-7.719410062E-1	-1.343896031E0	-3.229990005E-1	1.583122805E0
5.500707360E0	-7.675300241E-1	-1.387714982E0	-5.372210145E-1	1.674354093E0
5.505552977E0	-8.565170169E-1	-1.441859961E0	-6.592460275E-1	1.801995247E0
5.510398516E0	-1.005666018E0	-1.506885052E0	-7.247499824E-1	1.951237872E0
5.515244278E0	-1.148926973E0	-1.579910994E0	-7.724919915E-1	2.100689367E0
5.520089896E0	-1.248849988E0	-1.661380053E0	-8.383960128E-1	2.241142085E0
5.524935663E0	-1.280583978E0	-1.744433045E0	-9.301289916E-1	2.355436672E0
5.529781290E0	-1.214478016E0	-1.803086042E0	-1.055680037E0	2.416720188E0
5.534627057E0	-1.056118011E0	-1.809911966E0	-1.210646033E0	2.420088924E0
5.539472660E0	-8.326990008E-1	-1.762761950E0	-1.370565057E0	2.383100060E0
5.544318427E0	-5.498279929E-1	-1.665153027E0	-1.545876980E0	2.337687118E0
5.549163968E0	-2.217590064E-1	-1.539371967E0	-1.748821974E0	2.340346429E0
5.554009567E0	1.318690032E-1	-1.406249046E0	-1.973111987E0	2.426540073E0
5.558855336E0	4.871749878E-1	-1.278360963E0	-2.203494072E0	2.593633040E0
5.563700954E0	8.148379922E-1	-1.161620975E0	-2.416594982E0	2.802366063E0
5.568546735E0	1.091909051E0	-1.064399004E0	-2.597099066E0	3.011666345E0
5.573392352E0	1.308264971E0	-9.930689931E-1	-2.731671095E0	3.187439447E0
5.578238119E0	1.479050994E0	-9.427729845E-1	-2.827133894E0	3.327025518E0
5.583083737E0	1.618554950E0	-9.078360200E-1	-2.886393070E0	3.431494036E0
5.587929275E0	1.740373015E0	-8.816099763E-1	-2.920455933E0	3.512149945E0
5.592775119E0	1.865857005E0	-8.511800170E-1	-2.938064098E0	3.583036482E0
5.597620660E0	2.015342951E0	-7.977849841E-1	-2.935615063E0	3.649096311E0
5.602466427E0	2.198204041E0	-7.184839845E-1	-2.902817965E0	3.711424575E0
5.607312045E0	2.403295994E0	-6.206300259E-1	-2.823012114E0	3.759043849E0
5.612157798E0	2.617172003E0	-5.113809705E-1	-2.694106102E0	3.790686940E0
5.617003415E0	2.824346066E0	-3.959510028E-1	-2.524195910E0	3.808578854E0
5.621849182E0	3.005918980E0	-2.803040147E-1	-2.327677011E0	3.812112213E0
5.626694733E0	3.154434919E0	-1.733569950E-1	-2.122385025E0	3.805920454E0
5.631540346E0	3.277781010E0	-7.822199911E-2	-1.922268033E0	3.800668549E0
5.636386116E0	3.379456997E0	1.972000115E-3	-1.737913966E0	3.800141897E0
5.641231709E0	3.462012053E0	6.951099634E-2	-1.585896015E0	3.808598876E0
5.646077476E0	3.520840883E0	1.273729950E-1	-1.475201011E0	3.819523848E0
5.650923094E0	3.577481031E0	1.845169961E-1	-1.405478954E0	3.848088895E0
5.655768637E0	3.624516964E0	2.432579994E-1	-1.370514989E0	3.882603381E0
5.660614404E0	3.619303942E0	2.942729890E-1	-1.337883949E0	3.869869646E0
5.665460251E0	3.560034990E0	3.265930116E-1	-1.287197948E0	3.799656653E0
5.670305791E0	3.457516909E0	3.334859908E-1	-1.214151025E0	3.679646558E0
5.675151406E0	3.318998098E0	3.160789907E-1	-1.123978972E0	3.518377898E0
5.679997174E0	3.143377066E0	2.698459923E-1	-1.026366949E0	3.317689761E0
5.684842805E0	2.931818962E0	1.971050054E-1	-9.277830124E-1	3.081427287E0
5.689688572E0	2.684293985E0	1.081390008E-1	-8.303999901E-1	2.811884135E0
5.694534185E0	2.414956093E0	1.634299941E-2	-7.272740006E-1	2.522143433E0
5.699379723E0	2.134298086E0	-6.743799895E-2	-6.170629859E-1	2.222733212E0
5.704225490E0	1.849308968E0	-1.400160044E-1	-5.001630187E-1	1.920862094E0
5.709071089E0	1.572281003E0	-2.030590028E-1	-3.854449987E-1	1.631523324E0
5.713916856E0	1.319182038E0	-2.609640062E-1	-2.741340101E-1	1.372404065E0
5.718762473E0	1.140709996E0	-3.132889867E-1	-6.562600285E-2	1.184768356E0
5.723608260E0	1.023280025E0	-3.964599967E-1	2.966820002E-1	1.136794945E0
5.728453800E0	8.556560278E-1	-4.504820108E-1	3.024689853E-1	1.013197299E0
5.733299414E0	6.994649768E-1	-5.028290153E-1	3.702450097E-1	9.376404639E-1
5.738145164E0	5.586789846E-1	-5.558800101E-1	4.691590071E-1	9.171886215E-1
5.742990781E0	3.926090002E-1	-6.059190035E-1	4.823360145E-1	8.682900994E-1
5.747836548E0	1.882430017E-1	-6.672120094E-1	4.746789932E-1	8.401948821E-1
5.752682185E0	-1.208600029E-2	-7.493829727E-1	4.414840043E-1	8.698442603E-1
5.757527952E0	-2.044049948E-1	-8.551530242E-1	3.709999919E-1	9.543107936E-1
5.762373493E0	-3.412129879E-1	-9.566239715E-1	3.088670075E-1	1.061581158E0
5.767219318E0	-4.020079970E-1	-1.032693028E0	3.064709902E-1	1.149778148E0
5.772064858E0	-5.849779844E-1	-1.109573960E0	1.033070013E-1	1.258580928E0
5.776910474E0	-8.193989992E-1	-1.172036052E0	-1.993039995E-1	1.443885491E0
5.781756246E0	-9.889310002E-1	-1.208724976E0	-4.427359998E-1	1.623273161E0
5.786601863E0	-1.099465013E0	-1.235524058E0	-5.621399879E-1	1.746809772E0
5.791447630E0	-1.173334956E0	-1.255493999E0	-5.886440277E-1	1.816447602E0
5.796293243E0	-1.212190986E0	-1.253082037E0	-5.629169941E-1	1.832074540E0
5.801139010E0	-1.202988029E0	-1.216609955E0	-4.994969964E-1	1.782362822E0
5.805984551E0	-1.136821985E0	-1.145102978E0	-4.285840094E-1	1.669523677E0
5.810830164E0	-1.048517942E0	-1.051311016E0	-3.370569944E-1	1.522580752E0
5.815675933E0	-9.599969983E-1	-9.437159896E-1	-2.082879990E-1	1.362196020E0
5.820521551E0	-8.776239753E-1	-8.301860094E-1	-5.323600024E-2	1.209242211E0
5.825367308E0	-8.042550087E-1	-7.128009796E-1	8.612699807E-2	1.078113730E0
5.830212925E0	-7.367500067E-1	-5.966730118E-1	1.884880066E-1	9.666162548E-1
5.835058464E0	-6.709330082E-1	-4.883849919E-1	2.766349912E-1	8.747559203E-1
5.839904246E0	-5.901240110E-1	-3.847689927E-1	2.869429886E-1	7.606772015E-1
5.844749863E0	-4.920189977E-1	-2.869369984E-1	2.586050034E-1	6.255334386E-1
5.849595625E0	-3.951480091E-1	-1.963499933E-1	2.340189964E-1	4.994598679E-1
5.854441242E0	-2.991339862E-1	-1.137280017E-1	1.984529942E-1	3.765618024E-1
5.859287009E0	-2.237289995E-1	-4.520300031E-2	2.286749929E-1	3.230947676E-1
5.864132632E0	-2.709870040E-1	2.272000071E-3	2.422540039E-1	3.634915690E-1
5.868978170E0	-6.285430193E-1	3.278400004E-2	2.008910030E-1	6.606801895E-1
5.873823937E0	-1.044901013E0	-2.357299998E-2	7.881439924E-1	1.309024357E0
5.878669760E0	-1.133769989E0	-4.969500005E-2	1.281440973E0	1.711722801E0
5.883515301E0	-1.165024042E0	-7.627800107E-2	1.601889014E0	1.982207801E0
5.888360916E0	-9.763929844E-1	-1.176540032E-1	1.782140970E0	2.035488188E0
5.893206688E0	-7.382730246E-1	-1.576510072E-1	1.730905056E0	1.888367870E0
5.898052305E0	-5.966190100E-1	-1.731130034E-1	1.516440988E0	1.638754290E0
5.902898072E0	-5.191789865E-1	-1.492809951E-1	1.287981987E0	1.396685088E0
5.907743676E0	-5.014740229E-1	-1.226179972E-1	1.073227048E0	1.190935626E0
5.912589214E0	-5.422829986E-1	-1.000090018E-1	8.892289996E-1	1.046327322E0
5.917434981E0	-4.564279914E-1	-6.034199893E-2	9.885460138E-1	1.090500293E0
5.922280594E0	-3.219169974E-1	-1.807300001E-2	1.248687983E0	1.289642921E0
5.927126361E0	-2.708779871E-1	6.079999730E-4	1.460505009E0	1.485412446E0
5.931971978E0	-3.019390106E-1	-5.642000120E-3	1.547085047E0	1.576283966E0
5.936817765E0	-3.504750133E-1	-4.403499886E-2	1.545668006E0	1.585516131E0
5.941663305E0	-3.878349960E-1	-1.146550030E-1	1.519507051E0	1.572406891E0
5.946508918E0	-4.278759956E-1	-2.045429945E-1	1.496534944E0	1.569882971E0
5.951354674E0	-4.669309855E-1	-3.076109886E-1	1.484032035E0	1.585875199E0
5.956200520E0	-4.974730015E-1	-4.021959901E-1	1.452000976E0	1.586678239E0
5.961046060E0	-5.233119726E-1	-4.760769904E-1	1.360167027E0	1.533153307E0
5.965891704E0	-5.505589843E-1	-5.233690143E-1	1.197759986E0	1.418329759E0
5.970737471E0	-5.730580091E-1	-5.428789854E-1	1.008774996E0	1.280913762E0
5.975583088E0	-6.102759838E-1	-5.564450026E-1	8.383060098E-1	1.176785785E0
5.980428622E0	-6.786779761E-1	-5.750210285E-1	6.633660197E-1	1.109642940E0
5.985274466E0	-7.798810005E-1	-5.936480165E-1	5.521450043E-1	1.124942864E0
5.990120007E0	-8.909800053E-1	-5.946980119E-1	4.792580009E-1	1.173541361E0
5.994965793E0	-9.812629819E-1	-5.705720186E-1	4.142450094E-1	1.208316348E0
5.999811410E0	-1.048254013E0	-5.278390050E-1	3.687469959E-1	1.230213330E0
6.004657177E0	-1.078032017E0	-4.710510075E-1	2.570079863E-1	1.204198981E0
6.009502795E0	-1.019108057E0	-4.078699946E-1	5.575599894E-2	1.099112322E0
6.014348562E0	-6.942309737E-1	-3.185069859E-1	-2.201700062E-1	7.949076528E-1
